Date,Price,Open,High,Low,Vol.,Change %
09/19/2024,"15,680","15,440","15,680","15,360",454.97K,0.77%
09/22/2024,"15,970","15,980","16,000","15,910",67.95K,1.85%
09/23/2024,"16,230","15,970","16,230","15,960",175.87K,1.63%
09/24/2024,"16,050","16,090","16,240","16,050",308.24K,-1.11%
09/25/2024,"16,100","16,100","16,270","16,010",130.10K,0.31%
09/26/2024,"16,290","16,440","16,440","16,100",556.26K,1.18%
09/29/2024,"16,500","16,380","16,660","16,340",151.48K,1.29%
09/30/2024,"16,470","16,450","16,540","16,270",250.08K,-0.18%
10/01/2024,"16,300","16,530","16,610","16,180",251.23K,-1.03%
10/06/2024,"16,780","16,800","16,870","16,630",116.01K,2.94%
10/07/2024,"16,750","16,790","16,940","16,730",132.62K,-0.18%
10/08/2024,"16,800","16,890","16,890","16,590",123.95K,0.30%
10/09/2024,"17,030","16,870","17,030","16,700",102.23K,1.37%
10/10/2024,"17,070","17,120","17,120","16,910",116.50K,0.23%
10/13/2024,"17,230","17,230","17,320","17,150",39.75K,0.94%
10/14/2024,"17,410","17,300","17,410","17,160",64.81K,1.04%
10/15/2024,"17,410","17,380","17,460","17,220",86.42K,0.00%
10/20/2024,"16,780","16,480","16,780","16,430",229.18K,-3.62%
10/21/2024,"16,940","16,740","17,050","16,720",192.34K,0.95%
10/22/2024,"17,210","17,220","17,270","17,140",193.80K,1.59%
10/27/2024,"17,050","17,240","17,270","16,960",117.65K,-0.93%
10/28/2024,"16,900","17,040","17,080","16,710",130.70K,-0.88%
10/29/2024,"16,690","16,840","16,980","16,610",152.21K,-1.24%
10/30/2024,"16,230","16,720","16,760","16,020",301.16K,-2.76%
10/31/2024,"15,710","16,090","16,120","15,460",283.53K,-3.20%
11/03/2024,"15,750","15,820","15,820","15,680",64.91K,0.25%
11/04/2024,"15,550","15,840","15,840","15,530",70.55K,-1.27%
11/05/2024,"15,540","15,450","15,760","15,300",144.82K,-0.06%
11/06/2024,"16,080","15,860","16,110","15,850",210.55K,3.47%
11/07/2024,"16,170","16,170","16,240","16,060",348.89K,0.56%
11/10/2024,"17,280","17,070","17,360","16,980",144.22K,6.86%
11/11/2024,"17,690","17,150","17,850","17,140",221.81K,2.37%
11/12/2024,"17,130","17,360","17,570","17,130",338.14K,-3.17%
11/13/2024,"18,280","16,370","18,590","16,370",567.90K,6.71%
11/14/2024,"17,620","18,170","18,400","17,530",276.10K,-3.61%
11/17/2024,"16,730","16,650","16,790","16,600",146.07K,-5.05%
11/18/2024,"16,770","16,900","16,900","16,520",167.99K,0.24%
11/19/2024,"17,080","17,210","17,210","16,760",359.14K,1.85%
11/20/2024,"17,220","17,590","17,650","17,110",239.67K,0.82%
11/21/2024,"17,470","17,240","17,540","17,100",210.51K,1.45%
11/24/2024,"17,530","17,710","17,820","17,520",59.25K,0.34%
11/25/2024,"17,480","17,870","17,870","17,460",343.81K,-0.29%
11/26/2024,"17,600","17,280","17,700","17,180",224.99K,0.69%
11/27/2024,"17,390","17,580","17,590","17,300",141.64K,-1.19%
11/28/2024,"16,850","17,220","17,360","16,800",593.12K,-3.11%
12/01/2024,"17,120","17,110","17,160","17,040",97.06K,1.60%
12/02/2024,"17,220","17,150","17,240","17,040",126.40K,0.58%
12/03/2024,"17,530","17,250","17,600","17,250",217.90K,1.80%
12/04/2024,"17,960","17,680","18,000","17,580",192.62K,2.45%
12/05/2024,"18,190","17,960","18,270","17,900",218.40K,1.28%
12/08/2024,"17,790","17,810","17,860","17,640",53.24K,-2.20%
12/09/2024,"17,740","17,790","17,860","17,400",185.08K,-0.28%
12/10/2024,"17,580","17,400","18,030","17,350",234.00K,-0.90%
12/11/2024,"17,600","17,790","17,930","17,560",168.82K,0.11%
12/12/2024,"17,790","17,500","17,890","17,460",169.55K,1.08%
12/15/2024,"17,890","18,080","18,080","17,800",48.26K,0.56%
12/16/2024,"18,300","17,890","18,400","17,880",149.87K,2.29%
12/17/2024,"18,520","18,550","18,950","18,400",235.12K,1.20%
12/18/2024,"19,330","18,760","19,340","18,660",232.82K,4.37%
12/19/2024,"18,390","18,570","18,670","18,220",190.01K,-4.86%
12/22/2024,"18,460","18,480","18,640","18,460",43.20K,0.38%
12/23/2024,"18,700","18,500","19,020","18,470",113.17K,1.30%
12/24/2024,"18,930","18,570","19,070","18,570",199.09K,1.23%
12/25/2024,"19,160","18,930","19,250","18,930",47.70K,1.22%
12/26/2024,"19,190","19,350","19,450","19,120",628.93K,0.16%
12/29/2024,"19,180","19,210","19,280","19,000",75.71K,-0.05%
12/30/2024,"18,960","19,060","19,260","18,810",391.16K,-1.15%
12/31/2024,"18,890","19,000","19,080","18,820",145.96K,-0.37%
01/01/2025,"18,520","18,800","18,940","18,520",66.90K,-1.96%
01/02/2025,"19,300","18,770","19,580","18,730",447.45K,4.21%
01/05/2025,"18,910","19,040","19,040","18,870",70.47K,-2.02%
01/06/2025,"18,990","18,820","19,230","18,820",215.74K,0.42%
01/07/2025,"18,930","18,950","19,180","18,890",198.73K,-0.32%
01/08/2025,"18,810","18,830","19,050","18,730",119.82K,-0.63%
01/09/2025,"18,770","18,900","18,900","18,600",143.69K,-0.21%
01/12/2025,"18,900","18,850","18,950","18,820",58.92K,0.69%
01/13/2025,"18,390","18,800","18,840","18,340",175.31K,-2.70%
01/14/2025,"18,790","18,430","18,810","18,410",171.69K,2.18%
01/15/2025,"18,740","18,630","18,770","18,370",156.66K,-0.27%
01/16/2025,"18,780","18,490","18,880","18,440",272.30K,0.21%
01/19/2025,"18,720","18,890","18,970","18,720",79.96K,-0.32%
01/20/2025,"19,090","18,740","19,090","18,730",112.12K,1.98%
01/21/2025,"19,090","19,000","19,180","18,810",113.69K,0.00%
01/22/2025,"19,440","19,120","19,500","19,120",231.12K,1.83%
01/23/2025,"19,050","19,280","19,320","18,770",197.71K,-2.01%
01/26/2025,"19,400","19,590","19,600","19,330",80.00K,1.84%
01/27/2025,"17,470","18,790","18,790","17,380",516.23K,-9.95%
01/28/2025,"17,200","16,650","17,280","16,440",452.45K,-1.55%
01/29/2025,"17,130","16,860","17,310","16,840",352.55K,-0.41%
01/30/2025,"16,800","16,850","16,960","16,500",519.14K,-1.93%
02/02/2025,"17,300","17,340","17,400","17,300",107.30K,2.98%
02/03/2025,"17,600","17,100","17,600","16,820",282.15K,1.73%
02/04/2025,"17,670","17,840","17,840","17,360",261.69K,0.40%
02/05/2025,"17,790","17,680","17,910","17,540",201.51K,0.68%
02/06/2025,"17,880","17,710","17,880","17,700",259.70K,0.51%
