"Date","Price","Open","High","Low","Vol.","Change %"
"07/10/2024","219.36","220.14","220.71","219.16","5.56M","0.37%"
"07/09/2024","218.56","218.57","219.29","217.26","3.90M","0.17%"
"07/08/2024","218.19","219.64","220.04","217.41","5.79M","-1.24%"
"07/05/2024","220.93","219.58","221.28","219.58","5.95M","1.35%"
"07/03/2024","217.99","217.34","218.74","217.33","5.06M","1.13%"
"07/02/2024","215.56","215.33","216.08","214.62","4.92M","0.00%"
"07/01/2024","215.57","215.25","216.00","214.49","3.80M","0.26%"
"06/28/2024","215.01","215.64","215.81","214.82","3.96M","0.01%"
"06/27/2024","214.99","214.71","215.50","214.45","4.98M","1.13%"
"06/26/2024","212.58","212.39","213.11","212.12","4.69M","-0.92%"
"06/25/2024","214.56","214.96","215.31","214.12","3.85M","-0.50%"
"06/24/2024","215.63","215.55","215.94","215.20","4.63M","0.40%"
"06/21/2024","214.78","217.83","217.90","214.26","8.94M","-1.55%"
"06/20/2024","218.16","216.32","218.74","216.15","7.29M","1.25%"
"06/18/2024","215.47","214.38","215.83","214.04","4.92M","0.40%"
"06/17/2024","214.61","214.90","215.24","213.60","3.88M","-0.52%"
"06/14/2024","215.73","215.34","216.04","214.98","7.08M","1.30%"
"06/13/2024","212.97","214.44","214.96","212.26","5.86M","-0.82%"
"06/12/2024","214.72","216.47","216.55","214.20","5.91M","0.27%"
"06/11/2024","214.15","213.95","214.38","213.24","4.00M","0.29%"
"06/10/2024","213.54","213.13","214.02","212.76","4.22M","0.92%"
"06/07/2024","211.60","215.07","215.19","211.54","12.20M","-3.57%"
"06/06/2024","219.43","218.36","219.97","218.10","5.28M","0.74%"
"06/05/2024","217.82","216.69","218.08","215.93","5.48M","1.18%"
"06/04/2024","215.27","216.24","216.24","214.20","5.51M","-0.90%"
"06/03/2024","217.22","215.92","217.82","215.54","6.17M","0.89%"
"05/31/2024","215.30","217.77","217.96","214.65","5.62M","-0.59%"
"05/30/2024","216.57","216.69","217.51","216.41","3.07M","0.19%"
"05/29/2024","216.16","216.92","217.16","216.12","4.18M","-0.93%"
"05/28/2024","218.19","218.43","218.59","217.21","3.81M","1.05%"
"05/24/2024","215.92","216.96","217.21","215.74","4.21M","0.09%"
"05/23/2024","215.72","218.78","219.23","215.66","9.54M","-1.99%"
"05/22/2024","220.11","223.09","223.24","219.74","8.90M","-1.84%"
"05/21/2024","224.23","224.77","225.21","223.70","4.00M","-0.15%"
"05/20/2024","224.56","223.79","225.66","223.02","5.99M","0.40%"
"05/17/2024","223.66","222.18","223.85","221.67","10.48M","1.65%"
"05/16/2024","220.03","220.14","220.59","219.41","4.30M","-0.39%"
"05/15/2024","220.89","219.06","221.19","217.65","9.30M","1.28%"
"05/14/2024","218.09","217.31","218.38","216.98","4.66M","0.85%"
"05/13/2024","216.26","217.06","217.31","215.80","4.90M","-1.12%"
"05/10/2024","218.71","219.22","219.60","218.08","8.70M","0.81%"
"05/09/2024","216.95","214.48","216.95","214.44","7.73M","1.58%"
"05/08/2024","213.58","213.62","214.80","213.50","4.46M","-0.29%"
"05/07/2024","214.21","214.52","214.93","213.88","5.66M","-0.46%"
"05/06/2024","215.20","215.14","215.91","214.47","6.84M","1.05%"
"05/03/2024","212.96","212.89","213.23","210.71","8.68M","-0.08%"
"05/02/2024","213.13","211.90","213.71","211.49","6.29M","-0.31%"
"05/01/2024","213.79","212.96","215.50","212.41","10.37M","0.91%"
"04/30/2024","211.87","213.38","214.13","211.80","11.25M","-1.99%"
"04/29/2024","216.18","216.02","217.21","215.25","6.41M","-0.20%"
"04/26/2024","216.62","216.77","217.07","215.53","6.27M","0.32%"
"04/25/2024","215.92","214.47","217.05","214.34","6.61M","0.60%"
"04/24/2024","214.64","214.76","216.35","214.36","5.74M","-0.19%"
"04/23/2024","215.04","213.96","215.86","213.87","10.73M","-0.25%"
"04/22/2024","215.57","216.35","216.96","215.14","13.40M","-2.47%"
"04/19/2024","221.03","220.49","222.36","220.08","8.69M","0.31%"
"04/18/2024","220.34","221.31","221.46","219.31","6.50M","0.34%"
"04/17/2024","219.59","221.05","221.76","218.52","11.52M","-0.74%"
"04/16/2024","221.22","220.18","221.99","218.78","10.75M","0.12%"
"04/15/2024","220.95","217.94","221.03","215.16","13.24M","1.87%"
"04/12/2024","216.89","221.87","225.09","216.02","30.90M","-1.32%"
"04/11/2024","219.80","216.85","219.84","215.89","11.42M","1.94%"
"04/10/2024","215.61","215.37","217.78","214.68","13.32M","-0.95%"
"04/09/2024","217.67","217.81","218.86","216.45","13.08M","0.55%"
"04/08/2024","216.48","215.98","216.81","214.61","10.33M","0.62%"
"04/05/2024","215.14","212.49","215.74","212.22","13.38M","1.71%"
"04/04/2024","211.52","212.00","213.45","211.02","12.31M","-0.57%"
"04/03/2024","212.74","210.57","212.83","210.30","11.42M","0.88%"
"04/02/2024","210.89","209.07","211.03","208.36","13.42M","1.48%"
"04/01/2024","207.82","208.68","208.73","206.29","13.68M","1.02%"
"03/28/2024","205.72","204.54","206.05","203.87","9.19M","1.29%"
"03/27/2024","203.10","202.32","203.22","202.32","6.04M","0.72%"
"03/26/2024","201.64","202.65","202.76","201.07","5.75M","0.32%"
"03/25/2024","200.99","201.19","201.95","200.96","4.03M","0.32%"
"03/22/2024","200.35","201.32","201.86","199.71","6.92M","-0.80%"
"03/21/2024","201.97","203.88","203.92","200.60","7.40M","-0.10%"
"03/20/2024","202.18","199.16","202.66","199.12","9.59M","1.19%"
"03/19/2024","199.80","199.62","199.81","198.93","4.66M","-0.11%"
"03/18/2024","200.03","199.66","200.15","199.51","7.21M","0.16%"
"03/15/2024","199.71","199.94","200.63","199.57","4.56M","-0.32%"
"03/14/2024","200.35","200.37","200.47","199.34","6.87M","-0.42%"
"03/13/2024","201.19","200.44","201.86","200.35","5.93M","0.70%"
"03/12/2024","199.79","200.42","200.63","199.16","9.44M","-1.09%"
"03/11/2024","202.00","201.71","202.41","201.46","7.33M","0.18%"
"03/08/2024","201.63","200.89","203.30","200.45","13.54M","0.85%"
"03/07/2024","199.94","199.54","200.11","198.91","8.40M","0.57%"
"03/06/2024","198.81","198.08","199.30","197.44","10.46M","0.82%"
"03/05/2024","197.19","197.44","198.14","196.65","9.67M","0.60%"
"03/04/2024","196.01","194.15","196.33","193.88","12.22M","1.62%"
"03/01/2024","192.89","190.27","193.40","189.44","13.41M","1.89%"
"02/29/2024","189.31","189.64","189.92","189.23","6.85M","0.52%"
"02/28/2024","188.34","188.34","188.52","188.03","2.82M","0.18%"
"02/27/2024","188.00","188.58","188.72","187.88","5.17M","-0.11%"
"02/26/2024","188.20","187.79","188.36","187.53","4.49M","-0.22%"
"02/23/2024","188.62","187.56","189.18","187.46","6.83M","0.57%"
"02/22/2024","187.56","187.56","187.64","187.05","4.55M","0.04%"
"02/21/2024","187.48","187.88","188.04","187.10","5.79M","0.01%"
"02/20/2024","187.47","187.96","188.03","187.40","5.53M","0.61%"
"02/16/2024","186.34","185.08","186.67","184.84","6.52M","0.37%"
"02/15/2024","185.66","185.60","186.02","185.10","6.23M","0.67%"
"02/14/2024","184.42","184.27","184.88","183.78","7.03M","-0.06%"
"02/13/2024","184.53","185.35","185.38","184.33","9.53M","-1.38%"
"02/12/2024","187.11","186.60","187.27","186.36","4.71M","-0.26%"
"02/09/2024","187.60","187.56","187.77","187.14","4.41M","-0.39%"
"02/08/2024","188.33","187.91","188.53","187.82","3.87M","-0.09%"
"02/07/2024","188.50","188.45","189.39","188.28","6.28M","-0.03%"
"02/06/2024","188.55","187.94","188.85","187.74","4.87M","0.52%"
"02/05/2024","187.57","186.88","187.82","186.70","5.44M","-0.55%"
"02/02/2024","188.61","188.07","188.87","187.85","7.34M","-0.95%"
"02/01/2024","190.41","189.71","191.36","188.99","10.28M","1.04%"
