"Date","Price","Open","High","Low","Vol.","Change %"
"10/30/2024","41.51","41.95","41.96","41.03","18.16M","-1.21%"
"10/29/2024","42.02","41.80","42.13","41.48","20.28M","1.60%"
"10/28/2024","41.36","41.33","41.63","41.23","14.78M","-0.48%"
"10/25/2024","41.56","41.91","42.16","41.40","21.54M","-1.35%"
"10/24/2024","42.13","43.47","43.51","41.40","31.95M","-2.61%"
"10/23/2024","43.26","43.50","43.80","42.91","22.96M","-1.88%"
"10/22/2024","44.09","43.52","44.22","43.52","21.16M","2.01%"
"10/21/2024","43.22","43.75","44.01","43.08","21.06M","0.16%"
"10/18/2024","43.15","42.00","43.31","41.82","31.22M","4.00%"
"10/17/2024","41.49","41.36","41.88","41.17","22.97M","1.20%"
"10/16/2024","41.00","41.15","41.72","40.89","20.38M","0.79%"
"10/15/2024","40.68","40.13","40.68","39.97","19.94M","1.29%"
"10/14/2024","40.16","39.93","40.31","39.68","7.45M","0.27%"
"10/11/2024","40.05","40.03","40.46","39.99","12.06M","0.45%"
"10/10/2024","39.87","38.99","39.89","38.77","22.98M","2.78%"
"10/09/2024","38.79","38.44","38.79","38.17","16.48M","-0.51%"
"10/08/2024","38.99","38.68","39.00","38.38","16.18M","-0.10%"
"10/07/2024","39.03","39.29","39.30","38.83","15.13M","-1.31%"
"10/04/2024","39.55","39.65","40.19","39.35","15.82M","-0.03%"
"10/03/2024","39.56","39.85","39.87","39.35","17.15M","-2.01%"
"10/02/2024","40.37","40.50","40.79","40.04","13.27M","-0.20%"
"10/01/2024","40.45","40.31","40.76","39.96","22.98M","1.58%"
"09/30/2024","39.82","40.10","40.18","39.35","24.53M","-1.34%"
"09/27/2024","40.36","41.39","41.58","40.31","25.32M","-3.07%"
"09/26/2024","41.64","41.62","41.95","41.22","21.03M","0.80%"
"09/25/2024","41.31","41.30","41.69","41.18","18.58M","-0.24%"
"09/24/2024","41.41","40.74","41.59","40.34","27.42M","2.68%"
"09/23/2024","40.33","40.54","41.19","40.30","19.15M","-0.44%"
"09/20/2024","40.51","40.40","40.68","40.06","28.60M","1.99%"
"09/19/2024","39.72","40.10","40.25","39.26","22.28M","1.69%"
"09/18/2024","39.06","39.76","40.99","39.02","41.24M","-1.09%"
"09/17/2024","39.49","39.70","40.08","39.31","17.91M","-1.00%"
"09/16/2024","39.89","40.00","40.23","39.58","12.16M","-0.50%"
"09/13/2024","40.09","39.80","40.22","39.77","27.46M","2.24%"
"09/12/2024","39.21","38.06","39.43","38.02","35.29M","4.87%"
"09/11/2024","37.39","36.90","37.41","36.49","10.85M","0.46%"
"09/10/2024","37.22","36.76","37.23","36.45","13.94M","1.25%"
"09/09/2024","36.76","36.61","36.88","36.51","15.26M","1.21%"
"09/06/2024","36.32","37.17","37.43","36.22","19.94M","-2.71%"
"09/05/2024","37.33","37.66","37.83","37.28","16.26M","1.14%"
"09/04/2024","36.91","36.89","37.36","36.72","15.69M","-0.97%"
"09/03/2024","37.27","38.01","38.11","36.90","25.26M","-3.50%"
"08/30/2024","38.62","38.79","38.98","38.34","13.17M","-0.67%"
"08/29/2024","38.88","38.54","39.14","38.51","13.33M","1.36%"
"08/28/2024","38.36","38.73","38.73","38.04","16.99M","-2.19%"
"08/27/2024","39.22","38.92","39.26","38.66","8.48M","-0.03%"
"08/26/2024","39.23","39.58","39.67","39.06","9.22M","-0.28%"
"08/23/2024","39.34","39.25","39.56","38.81","15.86M","1.44%"
"08/22/2024","38.78","39.22","39.22","38.54","19.74M","-2.49%"
"08/21/2024","39.77","39.40","39.92","39.10","13.92M","0.68%"
"08/20/2024","39.50","39.65","39.97","39.17","21.55M","0.71%"
"08/19/2024","39.22","38.22","39.25","38.16","21.16M","1.90%"
"08/16/2024","38.49","37.88","38.49","37.66","25.97M","3.22%"
"08/15/2024","37.29","37.15","37.50","36.65","14.41M","0.49%"
"08/14/2024","37.11","37.10","37.20","36.56","11.57M","-0.72%"
"08/13/2024","37.38","36.80","37.50","36.75","13.09M","1.30%"
"08/12/2024","36.90","36.15","37.11","36.06","23.08M","2.96%"
"08/09/2024","35.84","35.84","35.89","35.21","9.77M","0.82%"
"08/08/2024","35.55","35.19","35.76","34.74","16.68M","2.42%"
"08/07/2024","34.71","36.10","36.25","34.58","17.66M","-2.58%"
"08/06/2024","35.63","35.15","36.04","34.92","14.29M","0.82%"
"08/05/2024","35.34","34.30","35.59","33.87","28.62M","-3.12%"
"08/02/2024","36.48","37.76","38.06","36.10","27.34M","-2.12%"
"08/01/2024","37.27","37.95","38.21","36.79","18.20M","-1.74%"
"07/31/2024","37.93","37.64","38.00","37.40","26.23M","2.65%"
"07/30/2024","36.95","36.87","37.03","36.38","12.74M","0.85%"
"07/29/2024","36.64","36.60","36.70","36.06","10.11M","0.44%"
"07/26/2024","36.48","36.52","36.76","36.31","15.90M","0.80%"
"07/25/2024","36.19","36.26","36.56","35.90","31.71M","-2.79%"
"07/24/2024","37.23","37.82","38.38","37.20","20.73M","-0.59%"
"07/23/2024","37.45","37.42","37.56","37.15","8.24M","0.00%"
"07/22/2024","37.45","37.31","37.58","36.97","15.25M","0.16%"
"07/19/2024","37.39","36.86","37.71","36.79","22.86M","-1.27%"
"07/18/2024","37.87","38.69","38.69","37.64","17.06M","-1.48%"
"07/17/2024","38.44","39.16","39.41","38.38","23.58M","-2.14%"
"07/16/2024","39.28","38.27","39.32","38.10","24.69M","3.50%"
"07/15/2024","37.95","38.20","38.58","37.69","20.30M","-0.58%"
"07/12/2024","38.17","37.65","38.31","37.65","16.26M","0.21%"
"07/11/2024","38.09","37.93","38.15","37.03","27.46M","2.81%"
"07/10/2024","37.05","36.54","37.17","36.53","20.50M","2.60%"
"07/09/2024","36.11","36.13","36.37","35.83","8.22M","0.03%"
"07/08/2024","36.10","35.86","36.15","35.51","16.42M","-0.47%"
"07/05/2024","36.27","35.88","36.53","35.86","22.02M","2.81%"
"07/03/2024","35.28","34.55","35.56","34.52","21.55M","3.70%"
"07/02/2024","34.02","33.86","34.35","33.65","12.88M","0.38%"
"07/01/2024","33.89","34.09","34.42","33.81","9.04M","-0.12%"
"06/28/2024","33.93","34.50","34.60","33.73","15.82M","-0.88%"
"06/27/2024","34.23","34.20","34.43","34.16","11.93M","1.21%"
"06/26/2024","33.82","33.35","33.90","33.28","13.33M","-0.06%"
"06/25/2024","33.84","34.07","34.10","33.81","11.29M","-1.20%"
"06/24/2024","34.25","34.28","34.58","34.12","18.74M","0.76%"
"06/21/2024","33.99","34.41","34.47","33.79","25.32M","-1.62%"
"06/20/2024","34.55","34.07","34.79","33.87","20.77M","2.52%"
"06/18/2024","33.70","33.18","33.84","33.07","15.54M","1.51%"
"06/17/2024","33.20","33.21","33.35","32.83","13.69M","-0.63%"
"06/14/2024","33.41","33.53","33.54","32.96","17.44M","0.78%"
"06/13/2024","33.15","33.83","34.06","32.96","23.43M","-2.50%"
"06/12/2024","34.00","34.50","34.80","33.86","24.77M","0.74%"
"06/11/2024","33.75","33.80","33.80","33.33","15.36M","-0.82%"
"06/10/2024","34.03","33.71","34.09","33.45","17.13M","1.46%"
"06/07/2024","33.54","34.74","34.81","33.49","50.93M","-6.86%"
"06/06/2024","36.01","34.96","36.03","34.78","28.04M","3.51%"
"06/05/2024","34.79","34.43","34.87","34.08","17.60M","1.78%"
"06/04/2024","34.18","34.96","34.96","33.95","32.85M","-3.75%"
"06/03/2024","35.51","35.42","35.59","35.13","18.19M","0.59%"
"05/31/2024","35.30","35.80","35.95","35.00","15.72M","-0.73%"
"05/30/2024","35.56","35.31","35.85","35.19","16.14M","1.05%"
"05/29/2024","35.19","35.67","35.91","35.17","19.20M","-2.52%"
"05/28/2024","36.10","36.03","36.23","35.71","19.22M","2.38%"
"05/24/2024","35.26","35.26","35.50","35.13","12.30M","1.47%"
"05/23/2024","34.75","35.40","35.65","34.66","32.34M","-1.97%"
"05/22/2024","35.45","36.45","36.56","35.29","37.40M","-4.01%"
"05/21/2024","36.93","37.02","37.22","36.73","17.24M","-0.83%"
"05/20/2024","37.24","36.95","37.47","36.52","24.77M","1.00%"
"05/17/2024","36.87","36.21","36.89","36.00","38.75M","3.39%"
"05/16/2024","35.66","35.67","35.89","35.33","19.42M","-0.70%"
"05/15/2024","35.91","35.80","36.11","35.06","24.49M","1.44%"
"05/14/2024","35.40","35.18","35.46","35.04","14.66M","1.29%"
"05/13/2024","34.95","35.11","35.45","34.67","17.45M","-0.85%"
"05/10/2024","35.25","35.75","35.88","35.23","20.64M","-0.31%"
"05/09/2024","35.36","34.44","35.43","34.44","30.26M","3.51%"
"05/08/2024","34.16","33.84","34.47","33.74","17.70M","-0.03%"
"05/07/2024","34.17","34.10","34.26","33.92","10.06M","-0.12%"
"05/06/2024","34.21","34.15","34.47","34.10","21.58M","2.30%"
"05/03/2024","33.44","33.72","33.89","33.15","23.41M","-0.42%"
"05/02/2024","33.58","33.15","33.81","32.93","22.15M","0.78%"
"05/01/2024","33.32","33.40","34.20","33.10","30.05M","0.57%"
"04/30/2024","33.13","33.83","33.99","33.10","41.60M","-4.72%"
"04/29/2024","34.77","34.64","34.96","34.07","17.95M","0.55%"
"04/26/2024","34.58","34.70","34.95","34.29","21.75M","0.73%"
"04/25/2024","34.33","33.15","34.50","32.95","46.56M","3.65%"
"04/24/2024","33.12","32.87","33.21","32.79","17.53M","0.21%"
"04/23/2024","33.05","32.31","33.15","32.20","24.96M","1.60%"
"04/22/2024","32.53","32.60","33.19","32.43","41.11M","-4.52%"
"04/19/2024","34.07","33.70","34.31","33.70","19.79M","0.95%"
"04/18/2024","33.75","34.03","34.09","33.46","18.49M","0.60%"
"04/17/2024","33.55","33.32","33.95","33.11","27.93M","1.57%"
"04/16/2024","33.03","33.05","33.26","32.43","32.55M","-1.49%"
"04/15/2024","33.53","34.06","34.14","33.00","34.57M","-0.68%"
"04/12/2024","33.76","35.06","35.74","33.44","71.51M","-2.00%"
"04/11/2024","34.45","34.12","34.49","33.54","22.45M","2.29%"
"04/10/2024","33.68","33.29","34.06","32.98","33.13M","-1.46%"
"04/09/2024","34.18","34.23","34.59","33.92","29.05M","1.73%"
"04/08/2024","33.60","34.15","34.27","33.30","24.47M","-0.71%"
"04/05/2024","33.84","33.00","33.99","32.79","41.89M","3.23%"
"04/04/2024","32.78","33.14","33.31","32.73","29.95M","-1.09%"
"04/03/2024","33.14","32.39","33.24","32.33","30.51M","2.16%"
"04/02/2024","32.44","32.24","32.49","31.95","34.46M","1.28%"
"04/01/2024","32.03","32.31","32.43","31.71","27.02M","1.30%"
"03/28/2024","31.62","31.41","31.78","31.11","28.72M","2.13%"
"03/27/2024","30.96","30.04","30.97","30.02","26.95M","3.72%"
"03/26/2024","29.85","30.46","30.47","29.82","13.43M","0.07%"
"03/25/2024","29.83","29.83","30.39","29.82","17.64M","0.78%"
"03/22/2024","29.60","29.77","30.05","29.59","21.65M","-1.20%"
"03/21/2024","29.96","30.54","30.84","29.96","34.09M","-0.99%"
"03/20/2024","30.26","28.96","30.52","28.91","35.67M","4.13%"
"03/19/2024","29.06","29.51","29.53","29.02","28.70M","-2.29%"
"03/18/2024","29.74","29.85","29.92","29.66","25.77M","-0.50%"
"03/15/2024","29.89","29.79","30.08","29.61","22.36M","0.00%"
"03/14/2024","29.89","29.96","30.09","29.71","22.34M","-1.32%"
"03/13/2024","30.29","29.78","30.49","29.73","24.68M","2.40%"
"03/12/2024","29.58","29.55","29.62","29.20","25.33M","-1.83%"
"03/11/2024","30.13","29.60","30.34","29.45","28.31M","1.65%"
"03/08/2024","29.64","29.82","30.00","29.44","32.73M","0.10%"
"03/07/2024","29.61","29.50","29.72","29.34","25.81M","1.54%"
"03/06/2024","29.16","29.05","29.54","29.01","28.67M","1.74%"
"03/05/2024","28.66","28.98","29.15","28.63","33.71M","0.53%"
"03/04/2024","28.51","27.80","28.58","27.68","49.40M","4.32%"
"03/01/2024","27.33","26.71","27.45","26.30","41.35M","3.68%"
"02/29/2024","26.36","26.33","26.69","26.28","28.38M","2.25%"
"02/28/2024","25.78","25.92","25.94","25.67","20.07M","-0.96%"
"02/27/2024","26.03","26.27","26.36","26.01","20.49M","-0.84%"
"02/26/2024","26.25","26.36","26.36","26.02","20.29M","-1.54%"
"02/23/2024","26.66","26.25","26.76","26.01","27.37M","1.91%"
"02/22/2024","26.16","26.70","26.74","26.06","27.63M","-2.46%"
"02/21/2024","26.82","27.00","27.00","26.43","21.68M","-0.63%"
"02/20/2024","26.99","27.18","27.24","26.87","16.05M","0.48%"
"02/16/2024","26.86","26.60","27.16","26.52","19.62M","0.34%"
"02/15/2024","26.77","26.35","27.06","26.33","26.93M","2.92%"
"02/14/2024","26.01","25.97","26.10","25.68","26.13M","0.46%"
"02/13/2024","25.89","26.62","26.63","25.68","48.89M","-5.13%"
"02/12/2024","27.29","26.92","27.41","26.85","17.51M","1.19%"
"02/09/2024","26.97","27.17","27.19","26.77","20.97M","-1.21%"
"02/08/2024","27.30","27.30","27.45","27.17","12.61M","-0.58%"
"02/07/2024","27.46","27.65","27.75","27.38","13.06M","-0.94%"
"02/06/2024","27.72","27.49","27.77","27.37","11.29M","1.32%"
"02/05/2024","27.36","27.46","27.67","27.23","22.15M","-2.36%"
"02/02/2024","28.02","28.21","28.24","27.69","37.21M","-3.48%"
"02/01/2024","29.03","28.29","29.14","28.25","34.10M","3.90%"
