Date,Timestamp,Open,High,Low,Close,Volume
20241217,00:00:00,0.89398,0.89398,0.8939,0.8939,34.7300003767014
20241217,00:01:00,0.89392,0.89394,0.89369,0.89373,56.7300007343292
20241217,00:02:00,0.89377,0.89385,0.89375,0.89384,52.8900007009506
20241217,00:03:00,0.89383,0.89383,0.8938,0.8938,16.200000166893
20241217,00:04:00,0.89378,0.89385,0.89377,0.89384,48.4800006151199
20241217,00:05:00,0.89385,0.89389,0.89381,0.89389,36.9900007247925
20241217,00:06:00,0.89388,0.89391,0.89387,0.8939,25.200001001358
20241217,00:07:00,0.8939,0.8939,0.89388,0.8939,19.2000007629395
20241217,00:08:00,0.89389,0.89397,0.89386,0.89395,15.7500004768372
20241217,00:09:00,0.89397,0.89397,0.89388,0.89395,17.8500003814697
20241217,00:10:00,0.89394,0.89396,0.89392,0.89394,23.7900003194809
20241217,00:11:00,0.89395,0.89406,0.89395,0.89403,31.3800005912781
20241217,00:12:00,0.89402,0.89409,0.89402,0.89409,15.4500005245209
20241217,00:13:00,0.8941,0.89413,0.89409,0.8941,9.60000038146973
20241217,00:14:00,0.8941,0.89411,0.89407,0.89411,9.60000038146973
20241217,00:15:00,0.8941,0.89412,0.89409,0.89412,13.2000005245209
20241217,00:16:00,0.89411,0.89413,0.89408,0.89411,27.6000010967255
20241217,00:17:00,0.8941,0.89412,0.89404,0.89409,33.0000011920929
20241217,00:18:00,0.89408,0.8941,0.89402,0.89402,26.4000010490417
20241217,00:19:00,0.89401,0.89401,0.89395,0.89399,42.0000016689301
20241217,00:20:00,0.894,0.89408,0.894,0.89408,21.6000008583069
20241217,00:21:00,0.89409,0.89409,0.89396,0.89401,31.2000012397766
20241217,00:22:00,0.894,0.894,0.89392,0.89394,40.2000012397766
20241217,00:23:00,0.89395,0.894,0.89395,0.89399,13.4700005054474
20241217,00:24:00,0.89398,0.89399,0.89396,0.89398,15.120000243187
20241217,00:25:00,0.894,0.89402,0.894,0.89401,8.40000021457672
20241217,00:26:00,0.89402,0.89403,0.89397,0.89401,16.9500002861023
20241217,00:27:00,0.89401,0.89403,0.89396,0.89403,20.2500007152557
20241217,00:28:00,0.89401,0.89405,0.89397,0.89405,23.0400006771088
20241217,00:29:00,0.89404,0.89407,0.89402,0.89407,9.60000038146973
20241217,00:30:00,0.89407,0.89414,0.89405,0.8941,73.1000010967255
20241217,00:31:00,0.8941,0.89412,0.89406,0.89408,42.4500005245209
20241217,00:32:00,0.89407,0.89408,0.894,0.89402,51.9000004529953
20241217,00:33:00,0.89403,0.89404,0.89401,0.89404,46.440000295639
20241217,00:34:00,0.89405,0.89405,0.89399,0.89399,52.2399997711182
20241217,00:35:00,0.894,0.89404,0.894,0.89403,13.5000004768372
20241217,00:36:00,0.89402,0.89404,0.89402,0.89404,9.60000038146973
20241217,00:37:00,0.89405,0.89408,0.89403,0.89403,8.40000033378601
20241217,00:38:00,0.89404,0.89404,0.894,0.89401,11.4000000953674
20241217,00:39:00,0.894,0.894,0.89396,0.89396,18.090000629425
20241217,00:40:00,0.89396,0.89401,0.89394,0.89395,67.1100010871887
20241217,00:41:00,0.89395,0.894,0.89395,0.89398,44.7000008821487
20241217,00:42:00,0.89399,0.89403,0.89395,0.89401,72.8900015354156
20241217,00:43:00,0.894,0.894,0.8939,0.89391,32.4000005722046
20241217,00:45:00,0.89392,0.89399,0.89391,0.89391,15.6700003147125
20241217,00:46:00,0.8939,0.89392,0.89377,0.89378,40.4800009727478
20241217,00:47:00,0.8938,0.8938,0.89371,0.89374,57.9500011205673
20241217,00:48:00,0.89373,0.89377,0.89373,0.89375,21.990000128746
20241217,00:49:00,0.89377,0.89377,0.89369,0.89371,41.8800010681152
20241217,00:50:00,0.89371,0.89371,0.89361,0.89363,42.2100005149841
20241217,00:51:00,0.89364,0.89372,0.89361,0.89372,47.4900004863739
20241217,00:52:00,0.8937,0.89373,0.89358,0.8936,46.1500008106232
20241217,00:53:00,0.89359,0.89359,0.89346,0.89348,103.460001111031
20241217,00:54:00,0.89351,0.89351,0.89327,0.89343,247.740000486374
20241217,00:55:00,0.89341,0.89346,0.89329,0.8933,119.97000169754
20241217,00:56:00,0.89332,0.89338,0.8933,0.89337,38.2200013399124
20241217,00:57:00,0.89337,0.89347,0.89337,0.89347,39.810001373291
20241217,00:58:00,0.89346,0.89347,0.89343,0.89346,44.2500014305115
20241217,00:59:00,0.89346,0.89347,0.89335,0.89338,57.6000022888184
20241217,01:00:00,0.89338,0.89344,0.89336,0.89342,83.7000029087067
20241217,01:01:00,0.89342,0.89352,0.89339,0.89348,114.720003962517
20241217,01:02:00,0.89348,0.89349,0.89337,0.89348,61.8000023365021
20241217,01:03:00,0.89347,0.89351,0.89347,0.8935,37.6500012874603
20241217,01:04:00,0.8935,0.89356,0.8935,0.89355,24.6900008916855
20241217,01:05:00,0.89354,0.89354,0.89344,0.89352,73.2000005245209
20241217,01:06:00,0.89352,0.89355,0.8935,0.8935,28.1700004339218
20241217,01:07:00,0.8935,0.89358,0.8935,0.89353,69.4800026416779
20241217,01:08:00,0.89353,0.8936,0.89347,0.89357,61.3200023174286
20241217,01:09:00,0.89358,0.8936,0.89355,0.89359,38.7900011539459
20241217,01:10:00,0.89358,0.89361,0.89358,0.89359,30.0000011920929
20241217,01:11:00,0.89361,0.89365,0.89357,0.89362,35.7600013017654
20241217,01:12:00,0.89361,0.89361,0.89349,0.89351,56.1600021123886
20241217,01:13:00,0.89351,0.89353,0.89344,0.89345,87.1200034618378
20241217,01:14:00,0.89345,0.89353,0.89345,0.89353,60.3700020313263
20241217,01:15:00,0.89352,0.89353,0.89347,0.8935,51.7200020551682
20241217,01:16:00,0.89351,0.89366,0.89351,0.89355,45.1200016736984
20241217,01:17:00,0.89355,0.89359,0.8935,0.89351,39.600001335144
20241217,01:18:00,0.89353,0.89354,0.89348,0.8935,39.7800010442734
20241217,01:19:00,0.89348,0.89356,0.89347,0.89355,44.9399999380112
20241217,01:20:00,0.89354,0.89355,0.89347,0.89351,40.8000009059906
20241217,01:21:00,0.89349,0.89352,0.89343,0.89343,50.1600019931793
