"Date","Price","Open","High","Low","Vol.","Change %"
"12/23/2024","66.63","65.50","66.99","65.45","5.26M","1.73%"
"12/20/2024","65.50","64.22","66.86","63.94","12.76M","1.08%"
"12/19/2024","64.80","66.13","66.97","64.75","7.63M","-0.20%"
"12/18/2024","64.93","67.89","69.27","64.62","9.81M","-4.15%"
"12/17/2024","67.74","66.99","70.58","66.85","7.81M","1.96%"
"12/16/2024","66.43","65.40","67.28","64.94","6.14M","0.72%"
"12/13/2024","65.96","66.58","66.96","64.80","7.18M","-1.71%"
"12/12/2024","67.11","66.90","67.52","66.26","4.08M","-1.27%"
"12/11/2024","67.97","67.00","68.53","66.44","5.70M","2.46%"
"12/10/2024","66.34","67.90","68.11","66.05","4.63M","-1.98%"
