Date,Timestamp,Open,High,Low,Close,Volume
20200207,00:00:00,0.6731,0.6731,0.66619,0.66707,75967.1802239195
20200209,00:00:00,0.66647,0.66782,0.66647,0.66696,6469.19000816345
20200210,00:00:00,0.66697,0.6707,0.66676,0.66892,67253.6000850499
20200211,00:00:00,0.66892,0.67363,0.66805,0.6718,59366.5000455379
20200212,00:00:00,0.67179,0.67498,0.67065,0.67128,415340.550281733
20200213,00:00:00,0.67128,0.67449,0.67094,0.67186,578349.621296346
20200214,00:00:00,0.67186,0.67312,0.67089,0.67105,360170.72926572
20200216,00:00:00,0.67197,0.67291,0.67162,0.67252,3583.11000335217
20200217,00:00:00,0.67252,0.6733,0.67065,0.67092,40441.7301287875
20200218,00:00:00,0.67091,0.67093,0.66733,0.66936,64732.450240247
20200219,00:00:00,0.66935,0.67072,0.66649,0.66805,56295.9901793599
20200220,00:00:00,0.66805,0.66931,0.66099,0.66114,74753.0902787745
20200221,00:00:00,0.66114,0.66385,0.65855,0.66241,76260.4302402884
20200223,00:00:00,0.65839,0.66085,0.65838,0.66054,6844.41001695395
20200224,00:00:00,0.66054,0.66195,0.65862,0.66103,95239.5503112078
20200225,00:00:00,0.66103,0.66221,0.6586,0.66047,97993.3503364474
20200226,00:00:00,0.66046,0.66067,0.65419,0.65464,102199.70035328
20200227,00:00:00,0.65464,0.65918,0.6543,0.65798,112399.770245112
20200228,00:00:00,0.65799,0.6585,0.64335,0.65056,183409.260560453
20200301,00:00:00,0.64668,0.65247,0.64623,0.65132,8521.27003973722
20200302,00:00:00,0.65131,0.65677,0.64886,0.65487,148996.350445561
20200303,00:00:00,0.65484,0.66453,0.65093,0.65826,154220.930380508
20200304,00:00:00,0.65827,0.66291,0.65827,0.66279,97538.6803274676
20200305,00:00:00,0.66279,0.66364,0.65835,0.66156,82669.7303249016
20200306,00:00:00,0.66158,0.6657,0.65847,0.66387,110699.490424588
20200308,00:00:00,0.66057,0.6623,0.65935,0.66121,17496.1900453344
20200309,00:00:00,0.6612,0.66846,0.6307,0.65969,234038.520493358
20200310,00:00:00,0.65974,0.66035,0.6462,0.64938,162900.500553861
20200311,00:00:00,0.64944,0.65393,0.64697,0.64764,155513.030696444
20200312,00:00:00,0.64766,0.64811,0.62114,0.62738,274511.960876383
20200313,00:00:00,0.62744,0.63253,0.61224,0.61835,215807.380702414
20200315,00:00:00,0.61473,0.63027,0.61062,0.61783,22516.6100575551
20200316,00:00:00,0.61783,0.61882,0.60786,0.61012,240214.280947544
20200317,00:00:00,0.61014,0.61483,0.59585,0.5989,232696.90092691
20200318,00:00:00,0.5989,0.60283,0.57017,0.5792,267504.800655268
20200319,00:00:00,0.57921,0.59639,0.55068,0.57427,337280.390884966
20200320,00:00:00,0.57427,0.5985,0.57087,0.57978,298818.120634139
20200322,00:00:00,0.58034,0.58244,0.57045,0.5752,33737.0601591542
20200323,00:00:00,0.57519,0.58846,0.56993,0.58746,394852.501068853
20200324,00:00:00,0.58746,0.59896,0.58643,0.59689,281483.230753973
20200325,00:00:00,0.59688,0.6073,0.58927,0.59012,249142.140769094
20200326,00:00:00,0.59011,0.60869,0.58698,0.60774,221757.87069606
20200327,00:00:00,0.60774,0.61998,0.60222,0.61572,244857.110779285
20200329,00:00:00,0.61497,0.61831,0.61124,0.6173,17988.930088155
20200330,00:00:00,0.61732,0.61835,0.61111,0.61642,216463.280494064
20200331,00:00:00,0.61645,0.62131,0.60745,0.61375,318620.330774933
20200401,00:00:00,0.61379,0.61848,0.60384,0.60893,217532.330681361
20200402,00:00:00,0.60894,0.61186,0.60065,0.60644,215424.510616452
20200403,00:00:00,0.60643,0.6075,0.59797,0.59867,178373.930502534
20200405,00:00:00,0.6011,0.60152,0.59845,0.59922,9717.4299993217
20200406,00:00:00,0.59926,0.6122,0.59905,0.61163,176293.170532137
20200407,00:00:00,0.61166,0.62078,0.60969,0.61514,231950.590636186
20200408,00:00:00,0.61509,0.62446,0.61152,0.62326,185049.750485875
20200409,00:00:00,0.62334,0.6363,0.61948,0.63306,181127.190678239
20200410,00:00:00,0.63306,0.63673,0.63123,0.63409,40906.1701159403
20200412,00:00:00,0.63458,0.63574,0.63255,0.63342,5066.24000974745
20200413,00:00:00,0.63343,0.64089,0.63301,0.63987,101089.030286402
20200414,00:00:00,0.63987,0.64443,0.6374,0.64345,141042.400387585
20200415,00:00:00,0.64345,0.64358,0.62838,0.6308,160334.720417671
20200416,00:00:00,0.63081,0.63848,0.62639,0.63589,211215.410570569
20200417,00:00:00,0.63592,0.63829,0.63139,0.63598,172039.630510926
20200419,00:00:00,0.63622,0.63665,0.63362,0.63363,7097.01000958681
20200420,00:00:00,0.63363,0.6397,0.63296,0.63412,146535.260443687
20200421,00:00:00,0.63415,0.63462,0.6253,0.6292,160048.380529791
20200422,00:00:00,0.62923,0.63525,0.62808,0.62963,117238.370371968
20200423,00:00:00,0.62971,0.64061,0.62825,0.63756,134775.830429219
20200424,00:00:00,0.6376,0.63981,0.63368,0.63892,96126.4303394854
20200426,00:00:00,0.63807,0.63982,0.63806,0.63969,4131.78001049161
20200427,00:00:00,0.63971,0.64712,0.63921,0.64491,100837.880338296
20200428,00:00:00,0.64492,0.65136,0.64338,0.65019,106634.260356307
20200429,00:00:00,0.65019,0.65582,0.65008,0.6554,98251.9402718544
20200430,00:00:00,0.65538,0.65695,0.64825,0.64941,136768.060341612
20200501,00:00:00,0.64943,0.64968,0.64097,0.64149,86768.3102706596
20200503,00:00:00,0.6412,0.64125,0.63725,0.6376,8259.19001185894
20200504,00:00:00,0.63759,0.64344,0.63723,0.64252,99593.0403367504
20200505,00:00:00,0.64253,0.64756,0.64165,0.64327,105171.380318776
20200506,00:00:00,0.6433,0.64525,0.63779,0.63905,113384.380384341
20200507,00:00:00,0.63907,0.65102,0.63907,0.65002,109492.900336325
20200508,00:00:00,0.65012,0.65476,0.64974,0.65301,87296.5303040743
20200510,00:00:00,0.65309,0.65368,0.65137,0.65349,5254.03001012653
20200511,00:00:00,0.65349,0.65611,0.64562,0.64837,82249.1001115516
20200512,00:00:00,0.64839,0.6536,0.64318,0.64512,116337.660356753
20200513,00:00:00,0.64514,0.6524,0.6438,0.64525,158361.820451081
20200514,00:00:00,0.64532,0.64732,0.64031,0.647,141297.630437188
20200515,00:00:00,0.647,0.64728,0.64017,0.64126,111403.870314002
20200517,00:00:00,0.6419,0.64278,0.64098,0.64248,5161.65001329035
20200518,00:00:00,0.6425,0.6528,0.64195,0.65229,97784.5102502033
20200519,00:00:00,0.65233,0.65847,0.65094,0.65399,111241.980306447
20200520,00:00:00,0.65401,0.66157,0.65273,0.65907,96853.7803224623
20200521,00:00:00,0.65912,0.6598,0.65485,0.6566,109567.860324442
20200522,00:00:00,0.65659,0.65719,0.65056,0.65334,94314.0903188065
20200524,00:00:00,0.65315,0.65479,0.65286,0.65449,4757.07001145929
20200525,00:00:00,0.65449,0.65498,0.65194,0.65494,66871.670162417
20200526,00:00:00,0.65496,0.66749,0.65418,0.66451,113409.040254161
20200527,00:00:00,0.66451,0.668,0.65672,0.66207,158709.560447216
20200528,00:00:00,0.66209,0.66671,0.65877,0.6632,141667.390482001
20200529,00:00:00,0.66319,0.66829,0.66181,0.6665,163211.200472474
20200531,00:00:00,0.6657,0.66687,0.66479,0.6658,6719.97001194954
20200601,00:00:00,0.66579,0.6813,0.66577,0.67835,135540.770416632
20200602,00:00:00,0.67835,0.69219,0.67744,0.69133,141984.970444717
20200603,00:00:00,0.69135,0.69829,0.6856,0.69265,171392.920441717
20200604,00:00:00,0.69268,0.69871,0.68819,0.69385,173634.36048913
20200605,00:00:00,0.69386,0.70125,0.69304,0.69668,155940.790482946
20200607,00:00:00,0.69646,0.70029,0.69645,0.69994,5969.25001903623
20200608,00:00:00,0.69994,0.70289,0.69614,0.70231,107958.27029179
20200609,00:00:00,0.70234,0.70424,0.6898,0.69389,147910.430395231
20200610,00:00:00,0.69392,0.70637,0.69321,0.69676,176721.720439255
20200611,00:00:00,0.69678,0.69936,0.68181,0.68285,238302.250617951
20200612,00:00:00,0.68286,0.69114,0.67992,0.68638,245929.120754398
20200614,00:00:00,0.6841,0.68452,0.68099,0.68252,13885.4800276458
20200615,00:00:00,0.68252,0.69624,0.67761,0.69619,254700.430734865
20200616,00:00:00,0.69622,0.69762,0.68333,0.68928,230222.520577922
20200617,00:00:00,0.6893,0.69223,0.68518,0.68759,191546.360538997
20200618,00:00:00,0.68759,0.69019,0.68357,0.68558,168786.130530968
20200619,00:00:00,0.6856,0.69111,0.68292,0.68336,142229.570375949
20200621,00:00:00,0.68098,0.68306,0.68097,0.68191,8791.50000911951
20200622,00:00:00,0.68195,0.69347,0.68163,0.69286,115042.390332483
20200623,00:00:00,0.69285,0.69743,0.68575,0.69428,145673.220412947
20200624,00:00:00,0.69429,0.69616,0.68533,0.68552,150544.640398331
20200625,00:00:00,0.68553,0.68949,0.68469,0.68876,146651.400368214
20200626,00:00:00,0.68877,0.68949,0.68401,0.68641,108421.000299573
20200628,00:00:00,0.68566,0.6866,0.68452,0.68596,4860.15001066029
20200629,00:00:00,0.68598,0.68905,0.68414,0.68713,110182.340250537
20200630,00:00:00,0.68714,0.69117,0.68322,0.68994,115276.690315023
20200701,00:00:00,0.68994,0.69432,0.68766,0.69109,115337.60030482
20200702,00:00:00,0.69109,0.69519,0.69012,0.69185,116161.610347725
20200703,00:00:00,0.69189,0.69472,0.69133,0.6934,74058.5601865053
20200705,00:00:00,0.69285,0.69495,0.69282,0.69477,3235.58000278473
20200706,00:00:00,0.69476,0.69873,0.69461,0.69742,83730.580230929
20200707,00:00:00,0.69744,0.69972,0.69217,0.69415,111196.310254768
